id,recipient,message,sender,created_at,status,color,full_bg,animation,ip,country,pinned,pinned_until,uuid,tag,sub_tag,typewriter_enabled,reveal_at,destruct_at,time_capsule_delay_minutes,destruct_delay_minutes,night_only,night_tz,night_start_hour,night_end_hour
025655ad-bfd6-46ed-a04f-dbe5d3dc5745,Mishti,"Just like the meaning of your name, I hope your life is always filled with sweetness, beautiful memories, and wonderful people. Keep sharing your sweet smile with the world, someone might need it .",Mayank,2026-04-22 22:11:42.312+00,approved,default,true,,106.222.212.45,India,false,,011620a0-284c-4401-aec3-638a6600dfec,,,false,2026-04-22 22:16:07.614+00,,0,0,false,,21,6
0260a907-1840-4946-81a2-f34b80d16ded,12,you are my 11:11 wish wish every night. i want you to be mine because i'm already yours. i was always yours. i love you.,,2025-12-11 14:33:15.585+00,approved,jade,true,handwritten,175.101.12.215,India,false,,8d0c4dc1-e22c-4875-818d-97855e502726,,,true,2025-12-11 14:33:15.585+00,,0,0,false,,21,6
026359fc-49b9-43b5-9695-1251708682a8,Javier,Try again. Call me.,,2025-10-09 02:36:44.565+00,approved,wine,true,rough,191.112.72.137,Chile,false,,9d710028-7f83-41da-aee7-4bf4d0d7882a,Missing,,true,2025-10-09 02:36:44.565+00,,0,0,false,,21,6
02725ead-414d-45ea-a580-12046f82a926,Carsten,"I’d like to thank you from the bottom of my heart; u played such an important role in my life, and then we were separated. I love&miss u but  hate that we can’t talk anymore. I wish I could just go back in time and be in your class again.",In love -L,2026-03-25 23:17:26.072+00,approved,sepia,true,,172.111.36.136,United States,false,,6fd13324-4555-447e-ad1f-619b76126db0,,,false,2026-03-26 04:20:25.397+00,,0,0,false,,21,6
0297dee7-e170-425b-b4a7-de11cf4dc024,m,I loved you,,2025-11-01 10:05:22.007+00,approved,default,true,,91.234.208.149,Kazakhstan,false,,9699f6d7-8248-4df9-af1b-814732aae887,,,false,2025-11-01 10:05:22.007+00,,0,0,false,,21,6
030b9241-f415-426f-8ad1-794cd7840b34,H,Let go of me.,,2025-10-29 11:44:26.098+00,approved,default,true,,106.195.36.197,India,false,,b015e512-760b-4015-9ae7-77cfa4c9f1f7,,,false,2025-10-29 11:44:26.098+00,,0,0,false,,21,6
030d829e-08e9-48ba-a43f-6418f6cb6b5b,Marey,"My dear sunshine, words cannot describe how much I need you now and forever. Everything kept falling apart but you were always there. Sorry that I messed up, was only thinking about myself. May you find peace in someone else, who is better and loves you forever
Yours honeybun",,2025-06-10 03:05:19.841015+00,approved,default,true,,2401:4900:1f3d:14cb:fc00:4775:f6dc:dab8,India,false,,,Forgiveness,,,2025-06-10 03:05:19.841015+00,,0,0,false,,21,6
032fd421-4296-4581-9029-a2cc0029df24,My parents,Why do you do this to your son? Why must you manipulate me at every turn and guilt trip me and then my brain can’t tell if it’s abuse. Why would you hurt me like this?,,2026-04-25 04:48:02.166+00,approved,default,true,,72.201.55.225,United States,false,,7b0f2ff1-076a-4b55-ad3f-70d3095a3b6e,,,false,2026-04-25 06:02:33.861+00,,0,0,false,,21,6
03a3306c-dbff-495a-bd11-bf81cfeec5f6,T,"I miss you, and i feel so lost without you. Wish we could talk like we used to.
I have never stopped loving you",,2026-05-10 16:14:53.628+00,approved,sky,true,,90.233.195.124,Sweden,false,,46f60bd2-9116-45e2-864f-e07e26b94a9c,,,false,2026-05-10 20:27:43.59+00,,0,0,false,,21,6
03b0967f-d639-4e28-9651-fd3d4a4b08fc,JS,"Text me how I'm doing again. I want to call and tell you this time.
I can't let you go. so tired , but I can't always hold back and express my feelings Keep asking me warmly like the teddy bear you gave me. I won't refuse anymore",Jk,2026-05-05 13:14:12.391+00,approved,default,true,,61.254.217.114,South Korea,false,,8713bb3d-c73d-42db-ad08-070ea1e063a8,,,false,2026-05-05 14:01:17.354+00,,0,0,false,,21,6
03b60e67-778c-4209-a390-32797aa95c93,Jonah,"Choosing distance was for me, but I still think about you every morning. I hope the world is kind to you until we’re both vampires ruling it. Can I say I miss talking to you?",Z,2026-05-14 17:49:51.723+00,approved,berry,true,,2601:2c5:4002:5de0:715:1652:cff5:18f8,United States,false,,8bbf1751-f7d4-4196-862e-b587d834b73e,Longing,,true,2026-05-15 04:01:49.609+00,,0,0,false,,21,6
04165ab1-a763-455d-90d2-28cf6b60e2d6,Twinkle Toes,"You are done. I get it. I respect it. I just don’t agree with it. Yeah, I panicked and got into a 12 month lease. Maybe we did need space to regulate ourselves. But damn it, I’ve been giving space for two years.",GummyBear,2026-04-22 22:25:48.319+00,approved,default,true,,2601:380:837e:72c0:1949:35c8:747c:d767,United States,false,,2e8c0c01-3d90-4461-8ac0-da7a30a67ab8,,,false,2026-04-22 22:26:57.982+00,,0,0,false,,21,6
04247756-79b0-4eda-a100-34c2df8cb925,GM,"We made so many mistakes you and  I. Remember when I asked you if you had a time machine? You said you could ask around? If only such a thing existed. Maybe things would have been different.

I still love you and I always will.",S,2026-05-03 22:03:42.442+00,approved,clay,true,,82.18.158.72,United Kingdom,false,,4fcf89d6-4147-4220-9146-f486c9deb2c3,,,false,2026-05-04 03:20:41.36+00,,0,0,false,,21,6
04452500-e553-4032-a3f9-313e2f6963af,Jacob,"i really love you and ive told you so much times already, but why cant you do the same for me? ive been putting in so much effort for us.",,2026-03-31 00:12:16.162+00,approved,jade,true,handwritten,180.191.81.82,Philippines,false,,91425cbf-689e-484c-8362-dd58e08d30d9,,,false,2026-03-31 06:05:29.651+00,,0,0,false,,21,6
04eca3f0-af3a-4c4a-b6d2-533f0e0ca4a3,paetyn,"u meant everything , but you treat me like that n expect me to stay? even though u keep hurting me i can’t leave u , ur my world pae",,2026-01-05 04:36:47.821+00,approved,default,true,rough,97.146.56.76,United States,false,,95999bfb-a1f8-48cb-8f23-b3256468baae,,,true,2026-01-05 04:36:47.821+00,,0,0,false,,21,6
054eda84-b2ed-460f-a351-46d738ad5b0e,Armani,"I just wanted to say that you're the freaking goat. your gonna get everything you want in your life because YOU are better than everyone. fuck everyone, cut them all off, just fight for your own success. Love you goat.",yk who it is,2026-05-19 08:58:23.507+00,approved,berry,true,,47.72.191.23,New Zealand,false,,5776157d-ff56-4a8d-b73a-0a6814783304,Love,love_you,true,2026-05-19 21:25:04.594+00,,0,0,false,,21,6
062f5bd8-6b5a-4996-8337-8485afbd0ff3,jess,"ambivalently theres no more love for you in my heart, i’ll miss who i thought you were. in reality you led us down this path but some how i still blame myself. if it truly was my fault…i'm sorry for everything.",JT,2026-01-21 04:42:01.447+00,approved,lilac,true,,172.59.122.182,United States,false,,1eee62a1-d285-41a0-a86a-132d159f46dc,,,false,2026-01-21 08:16:02.733+00,,0,0,false,,21,6
06b7b6a7-e8cb-4606-8f01-9b782352c60b,danyal,"im really not ready to move on from you but i feel like im being forced to. i dont want to believe just yet that our love story is over, but i guess it is. farewell my heart maybe i'll ask for u in jannah",amina,2026-04-28 19:49:05.234+00,approved,rose,true,,103.229.120.223,Mongolia,false,,cf96fc6b-85f7-4fae-b0b8-0e4a663742c5,Heartbreak,broke_each_other,true,2026-04-28 19:53:01.194+00,,0,0,false,,21,6
06bb47ff-efde-4616-988f-d50453b480a2,Yasser,"I really did love you, still do.

If you ever see this, 
How do you really feel about me?

You know where to find me.",J,2025-12-31 09:47:16.146+00,approved,honey,true,rough,176.224.209.218,Saudi Arabia,false,,813f5995-bb56-4d2d-a0ce-de5a23210b07,Love,,true,2025-12-31 09:47:16.146+00,,0,0,false,,21,6
06c31824-da96-42b3-b183-9be124befceb,Ava,I can't stop thinking about you I just wish I had the courage to tell you,,2026-04-19 14:48:53.161+00,approved,default,true,,2001:8003:b012:6b00:58a4:687c:4ed7:b6c4,Australia,false,,9d0c3465-5f38-47c8-a713-a5c7cb930e51,,,false,2026-04-19 17:06:24.183+00,,0,0,false,,21,6
06e9cc79-d410-4ac4-9c86-2a5759d246d7,danyal,"was i that easy to forget after all we've been through?
was i that disposable after all the promises we've made? 
and did our marriage really mean nothing to you?",amina,2026-05-07 21:14:10.195+00,approved,rose,true,,66.181.187.172,MN,false,,cf96fc6b-85f7-4fae-b0b8-0e4a663742c5,,,false,2026-05-07 23:18:21.525+00,,0,0,false,,21,6
06f468cc-83dd-497f-9d90-497287b9dedc,Justin,"I don't. I already know. I don't know what work I ever expected of you. Let alone the rewards you speak of. We weren't wrong, but you let them be right. How could I live that life?",A,2026-04-24 18:04:50.19+00,approved,pearl,true,,2603:6010:eef0:c810:fcae:9aec:5858:c569,United States,false,,9bef620d-03c8-40f1-8faf-9b393b2b2dc2,,,false,2026-04-24 18:15:25.526+00,,0,0,false,,21,6
070584dd-e1a6-487c-b857-c82c345c65b7,Uzma,I love you from the bottom of my heart i wish i can marry you !,,2025-04-16 16:09:57.919911+00,approved,midnight,true,,115.187.43.168,India,false,,,Fear,,,2025-04-16 16:09:57.919911+00,,0,0,false,,21,6
07453a29-d8ba-46f3-9bdf-7d2a857524d0,Matt,No,,2026-04-24 22:23:23.409+00,approved,default,true,,115.128.64.27,Australia,false,,304f1fa1-56ee-49c5-bcd9-1bad5635e9a9,,,true,2026-04-24 22:27:41.932+00,,0,0,true,Australia/Sydney,21,6
07465a18-24b6-4088-bd01-c3ca60658763,Lucas,"The grief feels unbearable. Lost two ppl to mental illness in the span of 6 mon. Ik you're alive, but you're inaccessible. And I couldn't take indefinite space. I'm taking it day by day 😭💔 I hope you take my advice and let it all out",Rae,2026-04-28 02:41:14.213+00,approved,cloud,true,,65.186.230.47,United States,false,,9cce8105-7151-44b8-8daf-8a4d8d30ef26,,,true,2026-04-28 03:26:48.288+00,,0,0,false,,21,6
076c98d7-cdc6-4610-a063-c5e9e9cbe5dd,Terry’s Val,,,2026-02-05 21:47:25.705+00,approved,wine,true,rough,180.129.90.119,Singapore,false,,2827c6ef-a8c1-40f8-9491-b905ff97df3e,,,false,2026-02-05 21:47:25.705+00,2026-05-06 21:47:25.705+00,0,129600,false,,21,6
07856cae-d879-4a27-bc96-da68d0cb6f60,Hamiltan,"I'm sorry; you didn't deserve any of that.
I remember even the little details about you, even if you'll never give me another chance.
Forgive me, that's all I ask.",,2026-04-05 04:14:45.675+00,approved,mint,true,rough,99.252.219.36,Canada,false,,d83d7a28-e0fc-427e-8f32-2f9b1ba9405a,,,false,2026-04-05 05:30:55.388+00,,0,0,true,America/Toronto,21,6
079ed520-f80e-4c20-bea3-587bb883bc6d,J,I don’t think you understand how anguished I felt in our almost. Like a fever dream. We were soulmates and you listened to everyone else but me. I never got your mercy. You could’ve had me. You never got to see me. I miss u.,J,2026-03-14 22:31:05.318+00,approved,ocean,true,,172.59.16.74,Puerto Rico,false,,0ba3757a-8630-4fa0-b7e8-ba1ce875c136,,,false,2026-03-14 22:31:05.318+00,,0,0,false,,21,6
07be0e86-5f36-4c02-85ae-3919d025162b,Colton,"I still love you, even though I know you don't, I wonder if you think of me, my love. My light. You really mattered to me.",W.,2025-10-03 16:57:34.727+00,approved,ice,true,handwritten,64.114.222.73,Canada,false,,234af3f8-af89-4115-bdf3-c480645036c3,Confession,have_to_tell_you,true,2025-10-03 16:57:34.727+00,,0,0,false,,21,6
086f0663-857b-4ee1-93d5-773b0ad0b148,Almaaz,"I never got to Actually confess to you,But it doesnt even matter because You dont even like me",King_20th1,2026-04-23 14:21:05.168+00,approved,wine,true,handwritten,152.110.75.29,South Africa,false,,f213887b-0743-4aa2-94d6-d9eb93ef83ef,,,false,2026-04-23 14:26:36.801+00,2027-04-23 14:26:36.801+00,0,525600,false,,21,6
0898bbe5-0185-4607-9f2c-7708402ca2ed,Bhanu,"I love you, the mole on your right cheek wishing on kissing it if we ever meet.",,2026-05-22 19:19:46.453+00,approved,berry,true,,2409:40e0:d:c7cf:8000::,India,false,,5875afb0-1641-48ea-85f3-9674e59813e0,,,false,2026-05-22 19:26:01.867+00,,0,0,false,,21,6
08df284c-324f-490b-9d34-e4141afdbc70,johncarlos,"i just want to know if you’re actually coming back, and if youre not, i’ll always love you but i can’t do long distance forever, i’ll miss you until the day i pass.",,2025-06-17 19:39:10.295442+00,approved,rouge,true,,216.107.178.155,United States,false,,685660c3-3fd6-4ee1-8756-53ef157ecf3b,Blame,,,2025-06-17 19:39:10.295442+00,,0,0,false,,21,6
09265c40-7f7b-460f-95ed-7cc80df41adb,Luciën,"Oplichter.
Auw.
Broke my trust.
Maybe broke me ...

I just don't know......

Arghhh..",Anno niem,2026-05-09 19:55:54.241+00,approved,berry,true,handwritten,2001:1c02:2b1d:d600:8909:20c0:66ed:f30c,Netherlands,false,,8edf5ff8-e8e8-4c05-82ae-56f5e2c94b48,Betrayal,,true,2026-05-17 03:51:06.691+00,,10080,0,false,,21,6
092b4ca5-65ba-40c8-829f-24ccc825900f,Bia,So just you know i've been searching all the sites just for a clue that you're still thinking about me,,2026-04-30 05:48:28.687+00,approved,pearl,true,,2804:12bc:8002:a96d:be76:986c:9398:aadc,Brazil,false,,f6dede67-cb05-4446-bef9-bb26ccc6b083,,,false,2026-04-30 05:52:53.387+00,,0,0,false,,21,6
093eea99-fcb7-453b-9b00-e90642d7760d,Caroline,Every time I hear or see shrimp my first thought is of you. I battle thoughts of what once was because I cannot stand it. All I wanted was commitment.,,2025-12-01 03:38:04.64+00,approved,cloud,true,,46.110.121.221,United States,false,,21bf966b-57b2-40d2-960d-956c8dd37766,,,false,2025-12-01 03:38:04.64+00,,0,0,false,,21,6
0943da1a-d2bf-45c1-8ff0-c1802ef5abb5,Danish,I feel like i am wasting your honour,Ghost,2025-11-03 20:59:23.248+00,approved,default,true,handwritten,106.195.76.12,India,false,,c4997947-5cdc-4966-adf4-a22de34d2220,,,false,2025-11-03 20:59:23.248+00,,0,0,false,,21,6
09459bd7-1c27-4acc-8f18-751be2b86497,saina,"i hope you never find this. i love you a lot, maybe more than best friends really should. i just want to be able to see your face everyday, every morning because you just make me smile and laugh so hard. id honestly marry you if i could yk.",j,2026-04-25 08:19:16.916+00,approved,azure,true,,2600:1700:ccf0:65b0:2511:1312:8ed8:a3ce,United States,false,,1fada553-ef8c-41da-8dab-84cd66e9574f,,,false,2026-04-25 08:42:58.774+00,,0,0,false,,21,6
0a28a64f-0112-4413-be98-2cb9d0478b7c,Jokitha rani,I know that you're gay for me. Confess already.,,2025-10-05 13:35:32.077+00,approved,default,true,,106.195.34.166,India,false,,713084cf-95d9-47de-8c44-f97d098b82f0,,,false,2025-10-05 13:35:32.077+00,,0,0,false,,21,6
0a47790d-60c7-4f04-bbfd-f6d270f245f1,Sophie,"I don't know why I can't stop thinking about you, its been almost 4 years and this is even more embarrassing because I know you never think about me- but if you are please text me I love you. I hope you're doing well, I'm sure you are.",Nicole,2025-12-15 21:31:04.089+00,approved,rose,true,,81.129.233.77,United Kingdom,false,,4a9db385-1d6c-468a-a28a-25a8ba2ff042,,,false,2025-12-15 21:31:04.089+00,,0,0,false,,21,6
0a59fb98-4bcb-4bbd-ae40-8dcbdd0250b6,Hashus,It's okey,,2026-04-09 09:52:22.845+00,approved,lilac,true,rough,1.39.33.27,India,false,,39729ba4-9463-4172-90ec-3d9cf33532c2,,,false,2026-04-09 12:16:34.266+00,,0,0,false,,21,6
0a7e6671-0871-4606-a214-b8654f2eae4d,Sairah,I admit having a crush on u,,2026-04-20 00:31:30.808+00,approved,sunny,true,handwritten,2401:4900:88f1:cf32:9598:2a4d:a919:aa79,India,false,,82468132-4a00-4c2d-bccf-608201e5278e,,,false,2026-04-20 04:43:20.287+00,,0,0,false,,21,6
0ad4c06a-0704-4b56-8fb2-b33a8a4c2f0e,"mau ",I see you in everything mo. emogiunicorn,,2025-06-11 04:20:00.30597+00,approved,default,true,,2a02:26f7:cd46:7402:0:8800:0:1,United States,false,,,Blame,,,2025-06-11 04:20:00.30597+00,,0,0,false,,21,6
0b1d28f5-b97d-48d2-be4e-11feed8a95dd,The women,I am so lonely but have only myself to blame.  My Parkinson’s is winning the battle that I thought I had control of.,,2026-04-12 12:06:34.116+00,approved,default,true,,140.248.44.135,United States,false,,f9af98c1-c20c-46ab-81a3-a2bd77fe05af,,,false,2026-04-12 12:37:30.431+00,,0,0,false,,21,6
0b3d9f3a-62ca-47e1-b2ab-ae404c4f39a0,Alexandra,"I should have been 100% honest with you. I should have treated you much better. I've never had the type of connection you and I had with anyone else, more than fifteen years later now. I am perpetually alone. I guess this is my punishment for infidelity.",k.,2026-03-26 14:38:02.074+00,approved,night,true,,75.189.199.208,United States,false,,90bfdfa4-5613-4f9a-846f-5a7ee17aedba,,,false,2026-03-26 14:54:02.51+00,,0,0,false,,21,6
0b6977db-5998-4c42-be0a-8e63059c7d42,Shoyeab,"I love everything about you. Your smile, your voice, your personality and everything. I know you dont like or love me like that but I still love you into a million pieces. I love you very much just like the stars, the moon. I hope were together in an anotherlife.",K.,2025-09-26 14:40:47.732+00,approved,berry,true,,223.239.88.180,India,false,,5e0693b4-5477-4b38-97cc-dd047ab2a0ba,Love,love_you,true,2025-09-26 14:40:47.732+00,,0,0,false,,21,6
0b6e200a-2d72-4898-840d-256f70834b48,the one with a yellow glowing suit,"I miss you. I miss you so fucking much.

I'm sorry. I still want and love you but I'll leave you alone as you wish. Needed to get it off my chest... I refuse to believe you because you're no asshole. Hope you understand. Pls don't feel smothered.",Kitty,2026-05-20 21:30:17.064+00,approved,gold,true,,2a01:41e1:48f1:1700:933e:72cf:459f:8ad9,Germany,false,,7981afcd-80ef-4244-be5a-01691a9d7b46,,,false,2026-05-21 05:46:13.042+00,2026-08-19 05:46:13.042+00,0,129600,false,,21,6
0b9f5f9b-6449-4054-8fca-f47edec40986,To the one sharing 2msg to A,"As someone dealing with a heartbreak. It feels targeted can you pls tell your initials, so that I am convinced it's not for me🥲😞",,2025-08-26 10:30:42.708117+00,approved,default,true,,2401:4900:1c83:a700:dbd0:4188:7093:e623,India,false,,c3b0e8ba-a5ed-4619-b421-1eaeffbf0a23,,,,2025-08-26 10:30:42.708117+00,,0,0,false,,21,6
0be38f42-0b8c-4205-8a71-0a731524d430,noorah,"thank you for a beautiful friendship. i still think about you a lot and i hope you’re doing well both physically and mentally. I should have treated you better, i know that now and I am sorry",,2025-06-23 08:42:54.154761+00,approved,default,true,,2001:1970:47e4:cf00:e5ce:a2fd:4bfb:6cc2,Canada,false,,725ec4d8-dcc0-482b-8ffa-c60469af128d,Goodbye,,,2025-06-23 08:42:54.154761+00,,0,0,false,,21,6
0c0eb60a-993d-4df9-bf32-a25bc8fa9a66,Kami,"i wish we could share that friendship we once had again. i remember it so fondly, and dream of having a friend like you again. i should have asked you to be my friend again sooner, i should’ve worked on it harder. i was so dumb at 16.",,2026-04-27 17:36:27.414+00,approved,wine,true,,2600:1700:5bb0:32d0:69a9:d61:c52:f0b2,United States,false,,009c239a-26d9-41b9-ad37-2873a675447b,Guilt,,true,2026-04-27 17:39:17.968+00,,0,0,false,,21,6
0c659f6f-95f8-47b3-9b32-7e521d1569e2,Nick,I’m sorry for the harsher words when you appologized. I miss when life was simpler and you were my friend,,2026-04-27 19:46:51.379+00,approved,plum,true,rough,35.24.164.121,United States,false,,fdfb54be-bfd8-4b0b-99ef-739e3c721c94,,,false,2026-04-27 21:47:12.146+00,,0,0,false,,21,6
0cc64caf-124a-4cbf-a1a4-838ca2a4f4ab,Nava,"It hurts, I don’t know what exactly, but it hurts. In my dreams, you were mature enough to stay. In my dreams, you text me more. It hurts that if I don’t text you, you wouldn’t text me at all. It hurts.",Meia,2026-03-06 13:19:03.01+00,approved,cloud,true,,44.203.6.30,United States,false,,6b9774ad-b08c-46cc-95f4-7ce3f00632fe,,,false,2026-03-07 14:23:29.418+00,,0,0,false,,21,6
0cd7a134-e274-44b5-8eb7-f27635e5b35c,Maylina Ruiz,"I worked on myself over the summer. I was made mentally tough and built a wall. But seeing you at school recently made it all crumble. And I don’t know why. It’s been years since we last talked, and yet you still have an effect on me. Adios Mi Vida",,2025-09-14 06:59:35.828+00,approved,jade,true,,98.36.104.196,United States,false,,2a9b8704-17e2-48e1-92c8-0eece6ce8e56,Nostalgia,miss_our_past,true,2025-09-14 06:59:35.828+00,,0,0,false,,21,6
0ce73455-a38d-48e5-a908-85e7de537cdb,Nick,"I should have said yes last year. I still think of you everyday. I feel you are thinking of me too. I want to wear your collar. I don't believe in the Kobiashi Maru. God is not so cruel. I hope you check in again soon, love. Be blessed, always.",A.,2026-03-15 10:40:09.174+00,approved,default,true,,73.71.152.6,United States,false,,3bf2c743-f8e0-437a-915d-6a2abccf0477,,,false,2026-03-15 10:59:57.377+00,,0,0,false,,21,6
0cff3cb1-3e9d-452e-b962-7da7cbd01e37,Lucas,"Today, I'm glad that we're not adding the pressure of a relat to your recovery. You didn't even know you were traumatized, how were we gonna have a harmonious relat? I'm glad there's at least possibility--we didn't destory it. We can learn and grow",Rae,2026-04-30 17:45:11.625+00,approved,garnet,true,,2600:1009:b129:2398:68ea:bdff:44ed:e4c6,United States,false,,07b3bdd4-5399-4ca9-a47d-73f95eec9665,Gratitude,,true,2026-04-30 18:23:21.96+00,,0,0,false,,21,6
0d191972-9cb6-4582-b181-bbe0e0df26f5,Eddie,"you getting a new girlfriend was a great thing for both of us. i could finally move on, i still get a lump on my throat whenever i think of u. did you ever love me ? was it only special for me ? how are u doing? i prefer it unanswered because you'll never be honest :) ",catfish chan,2025-06-15 19:08:52.225038+00,approved,wine,true,,2403:3800:3222:2c65:47f3:8559:9695:4e7d,Nepal,false,,942f5cf4-7bc7-4e85-9964-82f6ac382baf,Apology,,,2025-06-15 19:08:52.225038+00,,0,0,false,,21,6
0d478296-eb13-4f7b-9ccc-4f3d4f3e657c,No other heart,bro I KEEP THINKING ABOUT YOU ITS ACC MAD I CANT STUDY AAAAAAAH PLS 🙏🙏,Im supposed to be studying rn,2026-05-03 16:37:47.958+00,approved,rose,true,handwritten,111.92.83.143,India,false,,e8538c32-425f-41d1-943c-f48709cb771f,Obsession,cant_stop_thinking,true,2026-05-03 17:48:48.29+00,,0,0,false,,21,6
0d7769ca-2c05-461f-a412-f2647c350ace,Jacob,I miss you so much babyyyy<3 I LOVE YOUUUUU JACOBYYYYY,kira,2026-01-06 03:57:36.607+00,approved,ruby,true,,76.35.224.159,United States,false,,fb436ba8-24a3-4e52-82d1-892138fc4fd4,,,false,2026-01-06 03:57:36.607+00,,0,0,false,,21,6
0d7ab8b5-7489-4c12-972f-a4421883881d,Muiz,"I have had a crush on you for four years but you had a gf, so i ingnored you i js want to say you are one of them most coolest and prettiest guy i have ever seen. I js hope you never see this. Because that would be embarrassing.",,2025-10-05 03:41:43.749+00,approved,aqua,true,,137.59.220.7,Pakistan,false,,8054f0c5-73d2-495a-b934-110c3e1610d8,Confession,keep_secret,true,2025-10-05 03:41:43.749+00,,0,0,false,,21,6
0da257f7-a438-424a-945f-d611afb6fb44,Samantha,"I wish every day that I let myself be vulnerable to you. I loved you, and was too scared to say it. I’m sorry if that made you feel like I was distant. Even though our time was short, it was incredibly special to me. I miss you.",Trumpet Potter,2026-04-27 04:22:56.481+00,approved,rose,true,,98.13.96.66,United States,false,,a6f322ce-164d-460f-8a94-2c40d4881959,,,false,2026-04-27 05:01:41.233+00,,0,0,false,,21,6
0dda91b8-cfa5-4e97-a9db-cf045fde8e8c,Norah,I sometimes fear I won’t get to love someone as much as I loved you,Purple girl,2026-01-17 02:29:36.948+00,approved,berry,true,handwritten,151.254.22.162,Saudi Arabia,false,,d2641b0a-25ba-4a71-99db-dcf20935c98f,,,false,2026-01-17 02:29:36.948+00,,0,0,false,,21,6
